label,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%)
RHYOLITE,82.32,0.12,9.89,1.42,0.21,0.07,0.03,1.94,3.31,0.02
RHYOLITE,68.87,0.45,12.32,4.64,0.94,3.27,0.07,1.55,2.33,0.08
RHYOLITE,72.39,0.53,13.45,2.85,0.73,0.44,0.06,1.84,4.22,0.11
DACITE,62.68,0.52,16.15,5.72,3.25,1.92,0.12,0.75,5.88,0.1
RHYOLITE,79.73,0.09,11.6,1.37,0.55,0.2,0.04,2.15,2.06,0.02
RHYOLITE,70.62,0.41,12.2,4.64,1.19,2.59,0.09,1.96,2.29,0.07
RHYOLITE,67.35,0.49,13.09,3.38,3.17,1.02,0.08,4.0,1.36,0.15
RHYOLITE,71.15,0.31,10.94,6.06,0.08,2.12,0.14,2.43,0.17,0.07
RHYOLITE,70.22,0.6,13.43,1.84,2.96,0.21,0.08,1.21,5.41,0.15
RHYOLITE,73.01,0.28,12.73,3.51,1.87,1.0,0.06,1.61,3.74,0.06
RHYOLITE,75.9,0.25,9.27,6.29,1.72,0.81,0.18,0.8,2.01,0.04
RHYOLITE,72.28,0.29,12.09,2.42,2.82,0.34,0.08,0.87,5.63,0.06
RHYOLITE,66.74,0.5,15.44,3.48,1.22,1.79,0.06,0.66,7.82,0.09
DACITE,63.77,0.58,13.81,4.91,4.21,3.26,0.07,1.28,4.38,0.1
RHYOLITE,79.63,0.13,10.13,3.46,0.02,2.64,0.01,1.95,0.22,0.02
RHYOLITE,75.72,0.28,12.19,3.26,0.13,1.31,0.04,0.84,4.52,0.05
RHYOLITE,71.43,0.33,12.85,2.83,2.0,0.59,0.05,0.36,6.65,0.07
RHYOLITE,70.89,0.22,11.13,8.78,0.71,1.88,0.09,0.9,2.45,0.05
RHYOLITE,67.35,0.33,10.23,5.32,5.96,0.75,0.19,1.05,3.1,0.07
RHYOLITE,70.29,0.33,14.42,4.7,1.29,0.61,0.09,3.1,3.6,0.05
RHYOLITE,78.58,0.34,10.71,1.95,0.91,0.25,0.03,0.39,5.61,0.06
RHYOLITE,83.18,0.2,9.18,0.86,0.32,0.24,0.01,0.08,5.17,0.03
RHYOLITE,72.92,0.26,12.6,4.39,0.97,0.83,0.13,1.22,4.98,0.04
RHYOLITE,70.88,0.38,13.26,5.58,0.07,0.28,0.03,3.53,0.62,0.08
RHYOLITE,72.83,0.26,11.55,6.41,1.05,1.01,0.22,0.22,4.32,0.04
RHYOLITE,72.95,0.25,11.33,4.89,1.26,0.85,0.08,0.29,4.98,0.04
RHYOLITE,74.28,0.33,11.56,1.87,2.67,0.57,0.03,1.09,4.42,0.06
RHYOLITE,70.49,0.28,10.36,3.59,3.08,2.4,0.13,1.2,2.9,0.07
RHYOLITE,72.79,0.23,10.72,4.71,0.92,2.19,0.27,2.73,1.12,0.04
RHYOLITE,70.95,0.45,12.55,4.24,2.01,1.24,0.08,1.51,3.97,0.08
RHYOLITE,73.92,0.21,9.61,1.52,4.62,0.1,0.13,0.33,5.03,0.04
RHYOLITE,76.05,0.2,10.92,1.96,1.34,0.33,0.03,0.63,5.74,0.05
RHYOLITE,61.94,0.84,17.16,5.61,2.6,3.17,0.08,1.51,3.88,0.13
RHYOLITE,73.96,0.22,13.25,2.63,0.68,0.8,0.02,4.78,1.27,0.03
DACITE,64.15,0.56,15.06,4.24,4.25,2.79,0.08,2.2,3.6,0.16
RHYOLITE,76.42,0.3,10.16,2.89,2.53,1.14,0.05,1.53,2.29,0.07
RHYOLITE,77.4,0.25,11.26,1.34,0.55,0.09,0.04,3.0,4.64,0.05
ANDESITE,55.75,1.03,16.33,8.13,6.37,4.76,0.13,1.13,5.09,0.14
RHYOLITE,73.25,0.25,12.46,3.91,1.6,1.18,0.06,2.1,3.61,0.03
RHYOLITE,72.65,0.26,12.26,3.55,1.53,0.57,0.06,0.61,5.38,0.05
RHYOLITE,74.88,0.23,11.56,3.15,3.04,0.18,0.1,4.07,1.67,0.04
RHYOLITE,73.59,0.31,12.54,3.96,1.1,0.86,0.07,1.36,4.56,0.07
RHYOLITE,80.52,0.12,9.15,1.62,1.41,0.54,0.04,2.04,1.99,0.03
RHYOLITE,70.41,0.36,13.12,3.46,2.58,0.41,0.09,4.02,0.22,0.05
RHYOLITE,69.93,0.25,15.88,2.09,1.51,1.16,0.06,4.37,1.81,0.04
RHYOLITE,72.06,0.32,14.03,1.68,2.87,0.58,0.06,2.91,2.55,0.08
DACITE,66.46,0.62,14.98,3.55,4.68,1.71,0.11,1.74,1.91,0.15
RHYOLITE,72.45,0.22,11.65,1.35,4.23,0.83,0.07,1.45,3.63,0.06
RHYOLITE,76.92,0.17,12.03,0.85,1.75,0.43,0.03,3.09,1.98,0.04
RHYOLITE,79.13,0.11,5.72,4.96,0.24,5.54,0.1,0.05,0.11,0.03
RHYOLITE,83.38,0.12,4.65,5.61,0.01,2.57,0.04,0.04,0.02,0.02
RHYOLITE,78.24,0.13,10.51,1.78,0.27,1.69,0.02,3.66,0.72,0.02
RHYOLITE,72.6,0.32,12.61,3.09,0.06,4.33,0.06,2.98,0.33,0.05
RHYOLITE,73.36,0.39,12.92,3.31,0.04,1.91,0.05,3.95,0.23,0.03
THOLEIITE,49.01,1.51,16.11,14.59,8.38,4.03,0.21,0.71,3.95,0.19
THOLEIITE,51.58,1.29,15.86,11.77,9.7,4.98,0.26,0.21,3.33,0.1
THOLEIITE,52.8,1.34,15.66,10.59,10.56,4.83,0.21,0.21,3.02,0.1
THOLEIITE,50.66,1.6,14.91,14.92,8.82,4.12,0.25,0.28,2.42,0.18
THOLEIITE,50.66,2.19,12.55,17.21,8.63,4.56,0.29,0.31,2.13,0.21
THOLEIITE,47.54,1.17,15.87,12.89,10.63,7.56,0.19,0.09,3.02,0.09
THOLEIITE,50.36,1.26,16.97,11.36,11.75,4.56,0.17,0.27,2.47,0.11
THOLEIITE,52.37,1.46,14.33,12.66,9.53,6.21,0.18,0.15,2.04,0.14
THOLEIITE,48.63,1.26,14.98,13.39,11.9,6.19,0.26,0.17,1.98,0.1
THOLEIITE,51.0,1.37,15.05,12.84,9.15,7.15,0.19,0.13,2.24,0.12
THOLEIITE,50.1,1.36,15.19,13.0,8.58,7.37,0.19,0.15,3.15,0.12
THOLEIITE,49.55,2.01,14.38,15.09,8.63,5.67,0.187,0.14,2.26,0.241
THOLEIITE,50.04,1.257,13.95,13.91,9.16,6.1,0.2,0.18,3.05,0.106
THOLEIITE,49.08,1.15,15.06,13.23,9.95,6.44,0.22,0.16,2.64,0.1
THOLEIITE,45.57,1.12,14.79,13.94,10.69,8.68,0.22,0.2,2.41,0.09
THOLEIITE,47.58,1.1,15.5,13.74,10.05,7.16,0.23,0.16,2.85,0.09
THOLEIITE,46.3,0.79,15.63,12.17,12.73,7.83,0.26,0.12,1.86,0.07
THOLEIITE,53.27,0.68,14.94,8.49,11.92,6.99,0.21,0.34,1.83,0.08
THOLEIITE,48.61,1.09,14.35,12.25,10.51,6.93,0.22,0.48,1.86,0.06
THOLEIITE,53.33,1.0,15.14,8.47,9.81,6.78,0.18,0.46,1.79,0.07
THOLEIITE,53.32,1.44,16.28,9.82,8.44,5.11,0.26,0.78,2.34,0.08
THOLEIITE,49.05,0.81,13.54,12.44,10.23,7.02,0.21,0.47,2.11,0.05
THOLEIITE,49.74,1.21,14.32,14.48,9.06,6.98,0.2,0.43,3.05,0.08
THOLEIITE,49.02,0.88,14.37,11.77,10.93,7.32,0.21,0.18,2.61,0.07
BASALT,48.06,1.04,13.86,12.94,12.22,6.92,0.23,0.03,2.03,0.08
BASALT,51.71,1.56,12.98,14.34,7.59,5.03,0.28,0.11,4.51,0.14
BASALT,49.45,1.39,12.62,14.77,10.08,5.95,0.26,0.37,2.2,0.11
BASALT,49.43,1.75,14.15,15.13,9.29,4.7,0.32,0.49,2.9,0.18
BASALT,53.05,1.72,14.24,12.81,9.3,3.86,0.26,0.24,2.93,0.15
DACITE,63.17,1.73,11.2,9.98,5.59,2.63,0.38,0.91,3.07,0.24
RHYOLITE,73.68,0.41,10.95,5.08,2.77,0.76,0.14,0.72,4.85,0.07
BASALT,54.43,0.74,14.66,8.31,10.01,6.97,0.19,0.45,3.23,0.08
BASALT,50.78,1.04,14.55,12.53,8.9,6.28,0.27,0.28,3.88,0.08
BASALT,50.42,1.51,13.0,15.0,8.02,5.83,0.17,0.1,4.13,0.15
BASALT,49.07,1.89,19.33,12.17,7.42,3.46,0.27,0.28,4.61,0.16
BASALT,48.42,1.95,16.7,14.08,10.57,3.83,0.37,0.54,1.61,0.37
KOMATIITE,51.84,2.29,12.67,16.24,6.35,4.03,0.24,0.44,3.86,0.22
KOMATIITE,41.54,0.26,1.77,15.53,2.64,35.97,0.23,0.06,0.24,0.03
BASALT,47.48,0.36,6.8,11.24,6.46,25.97,0.18,0.0,0.22,0.04
BASALT,46.49,0.51,10.05,11.62,15.29,14.15,0.21,0.01,0.32,0.05
BASALT,51.98,0.73,12.3,10.6,8.62,10.64,0.21,0.05,3.61,0.07
BASALT,50.77,0.66,12.74,12.39,8.52,10.1,0.24,0.74,2.39,0.06
BASALT,50.33,0.62,12.35,11.02,12.45,9.18,0.22,0.19,2.37,0.05
BASALT,46.79,2.43,12.67,17.1,10.42,5.19,0.23,0.41,2.81,0.05
BASALT,47.88,0.84,16.79,11.12,11.22,8.32,0.18,0.05,2.31,0.05
BASALT,45.52,1.33,14.87,13.48,14.2,5.09,0.52,0.1,3.28,0.11
BASALT,48.17,2.81,12.67,21.92,2.02,9.03,0.3,0.0,0.31,0.34
BASALT,48.44,2.09,13.08,17.15,9.47,5.76,0.25,0.1,1.52,0.22
RHYOLITE,73.89,0.27,10.93,4.35,6.39,0.75,0.18,2.27,0.43,0.05
BASALT,53.8,1.3,13.0,13.14,8.3,5.9,0.2,0.3,2.5,0.12
BASALT,51.6,1.3,14.2,13.68,7.8,6.6,0.2,0.2,2.8,0.13
BASALT,52.4,1.6,13.2,15.12,7.5,4.7,0.2,0.6,2.6,0.26
BASALT,52.0,1.0,14.3,12.06,9.0,6.8,0.2,0.2,3.0,0.09
BASALT,52.0,1.0,14.3,12.06,9.0,6.8,0.2,0.2,3.0,0.09
BASALT,51.1,1.2,13.8,13.86,9.3,6.0,0.2,0.5,2.3,0.1
BASALT,50.0,1.3,14.6,14.67,7.7,6.8,0.2,0.1,2.7,0.12
BASALT,51.3,1.3,13.9,14.4,8.6,6.3,0.2,0.3,1.9,0.13
BASALT,51.3,0.9,14.3,11.52,9.8,7.3,0.2,0.1,3.1,0.08
BASALT,50.8,1.1,14.5,13.23,9.0,6.8,0.2,0.5,2.3,0.1
BASALT,50.8,0.8,14.8,9.72,11.3,8.6,0.1,0.8,1.9,0.06
BASALT,54.1,1.2,12.9,13.05,8.1,5.6,0.2,0.4,2.8,0.11
BASALT,51.9,1.4,14.6,12.6,11.6,5.0,0.1,0.3,1.0,0.15
BASALT,46.0,2.3,13.3,15.66,8.1,9.4,0.2,0.6,2.1,0.41
BASALT,46.3,2.4,17.0,15.39,10.1,3.3,0.4,0.4,2.7,0.4
BASALT,52.9,1.5,13.9,13.5,7.7,4.9,0.2,0.7,3.0,0.1
BASALT,54.2,1.3,11.6,15.12,8.5,4.0,0.4,0.5,2.8,0.1
BASALT,59.7,1.8,16.0,7.47,7.2,1.6,0.2,1.1,3.8,0.4
BASALT,56.7,1.4,17.9,7.74,8.5,2.0,0.2,0.6,3.7,0.2
BASALT,50.0,2.2,13.5,13.95,9.6,4.9,0.3,0.4,3.2,0.4
BASALT,47.6,2.8,13.0,15.93,8.9,6.0,0.2,0.7,2.5,0.4
BASALT,48.2,2.5,14.1,15.03,9.3,6.8,0.3,0.4,1.2,0.4
GABBRO,52.0,0.9,13.4,12.15,8.4,8.1,0.2,0.29,3.2,0.08
GABBRO,53.0,0.7,11.6,10.89,9.7,9.6,0.2,0.6,2.5,0.07
GABBRO,53.0,0.7,11.7,11.16,9.4,9.7,0.2,0.3,2.4,0.07
GABBRO,51.5,0.8,11.9,11.43,10.0,10.0,0.2,0.45,2.4,0.06
GABBRO,52.5,0.7,11.7,11.16,8.8,10.6,0.2,0.16,2.9,0.07
GABBRO,50.8,0.8,11.8,10.89,10.9,9.7,0.2,1.0,2.7,0.06
BASALT,48.42,1.3,6.94,14.93,13.18,12.58,0.23,0.12,0.55,0.09
BASALT,49.18,1.24,8.93,15.68,10.53,9.69,0.25,0.24,2.38,0.13
BASALT,48.41,0.76,15.14,11.0,10.7,10.64,0.19,0.18,1.69,0.07
BASALT,49.96,0.85,4.31,14.19,12.81,15.55,0.22,0.12,0.36,0.05
BASALT,49.99,0.77,15.86,10.67,10.28,8.39,0.18,0.46,2.14,0.07
BASALT,48.51,0.65,15.56,11.38,10.91,8.81,0.18,0.75,1.91,0.06
BASALT,49.24,0.77,15.84,12.07,9.85,7.92,0.18,0.52,2.2,0.06
BASALT,49.35,1.58,14.56,13.49,9.5,6.44,0.24,0.27,2.9,0.16
BASALT,49.7,0.89,14.73,12.22,9.84,7.49,0.19,0.45,3.05,0.07
BASALT,49.71,0.97,14.22,12.79,10.33,7.63,0.23,0.75,1.87,0.07
BASALT,50.46,0.89,14.85,12.08,7.54,9.03,0.21,0.58,2.95,0.08
BASALT,50.25,0.93,14.82,13.88,9.74,6.87,0.23,0.13,1.52,0.08
BASALT,44.0,0.93,13.62,9.19,25.9,4.65,0.35,0.04,0.09,0.22
ANDESITE,57.62,0.56,14.64,8.25,7.8,5.95,0.15,0.75,3.3,0.05
ANDESITE,57.56,0.94,15.19,8.35,8.56,4.75,0.16,0.9,2.43,0.21
ANDESITE,58.33,1.26,15.08,9.23,6.55,4.34,0.14,0.13,3.46,0.45
ANDESITE,59.01,0.79,15.87,6.98,8.1,4.41,0.13,0.86,2.9,0.17
ANDESITE,60.35,0.93,20.97,4.61,3.09,2.32,0.09,4.91,2.04,0.18
ANDESITE,60.95,0.87,16.2,7.17,4.3,4.68,0.11,0.43,4.29,0.19
ANDESITE,62.42,0.7,15.69,6.46,7.19,2.68,0.13,0.24,3.64,0.14
DACITE,64.31,0.71,16.51,4.96,4.55,2.46,0.07,1.61,4.1,0.16
DACITE,64.85,0.75,16.25,4.52,5.08,2.13,0.07,0.87,4.75,0.23
RHYOLITE,71.82,0.48,10.96,8.18,2.55,0.76,0.17,0.24,3.85,0.09
RHYOLITE,72.12,0.29,15.1,2.11,2.89,0.84,0.03,1.81,4.48,0.07
RHYOLITE,76.03,0.55,13.15,2.15,1.91,0.83,0.03,2.25,2.7,0.16
RHYOLITE,76.45,0.22,12.39,2.42,1.81,0.34,0.03,1.95,4.1,0.02
DACITE,58.81,1.465,12.87,10.61,3.96,2.08,0.174,0.014,4.4,0.52
DACITE,66.96,1.258,13.85,6.72,0.71,2.4,0.069,0.997,2.69,0.11
DACITE,38.03,1.502,17.16,19.31,4.46,6.56,0.242,0.561,0.31,0.14
DACITE,57.85,1.448,11.95,11.85,3.81,1.76,0.198,0.008,4.85,0.52
ANDESITE,60.19,0.41,15.75,3.46,5.41,1.97,0.136,3.94,1.32,0.13
ANDESITE,60.65,0.4,15.48,2.87,5.12,1.58,0.124,4.13,0.97,0.12
DACITE,60.63,0.69,17.19,5.0,6.71,2.68,0.09,1.47,2.36,0.19
RHYOLITE,76.66,0.12,10.87,2.41,2.27,0.18,0.078,2.21,3.27,0.02
RHYOLITE,72.19,0.2,11.68,3.4,2.19,0.65,0.08,3.24,3.58,0.03
RHYOLITE,78.65,0.18,11.23,1.33,0.22,0.16,0.017,5.46,2.39,0.03
BASALT,51.09,2.02,16.22,8.41,6.02,3.0,0.12,0.49,6.2,0.52
RHYOLITE,80.2,0.145,9.73,2.15,1.03,0.42,0.08,1.9,2.67,0.04
RHYOLITE,82.4,0.145,9.45,0.91,0.82,0.2,0.05,1.92,3.36,0.03
GABBRO,44.3,0.07,7.36,8.7,3.29,25.9,0.09,0.03,0.09,0.02
GABBRO,40.7,0.05,9.89,9.27,5.82,24.6,0.14,0.01,0.17,0.02
GABBRO,40.3,0.07,21.7,5.68,11.8,13.2,0.1,0.06,0.64,0.02
GABBRO,38.1,0.04,15.0,8.15,8.26,20.8,0.13,0.05,0.19,0.02
GABBRO,48.1,0.14,20.3,6.37,11.3,8.61,0.16,0.33,1.52,0.02
GABBRO,41.6,0.06,21.4,5.98,10.9,12.7,0.09,0.21,1.01,0.01
GABBRO,49.9,0.18,14.9,5.75,14.3,10.7,0.12,0.09,1.19,0.02
GABBRO,49.7,0.18,15.8,5.44,14.1,10.1,0.11,0.25,1.48,0.02
GABBRO,43.6,0.08,23.6,4.91,12.2,9.25,0.08,0.03,1.18,0.02
GABBRO,42.9,0.09,20.8,5.45,11.1,12.9,0.09,0.1,1.27,0.02
GABBRO,41.8,0.11,17.0,7.41,9.08,17.2,0.11,0.15,0.87,0.02
GABBRO,43.0,0.09,20.3,5.78,10.6,14.0,0.09,0.11,1.27,0.02
GABBRO,41.0,0.09,21.0,4.87,10.7,12.1,0.08,0.16,0.86,0.02
GABBRO,48.0,0.28,16.8,7.34,8.44,10.3,0.15,0.25,3.09,0.02
GABBRO,47.8,0.55,15.2,9.81,10.1,8.74,0.19,0.2,2.44,0.02
GABBRO,48.8,0.43,15.25,8.97,11.8,8.96,0.18,0.3,1.54,0.01
GABBRO,49.5,1.16,15.6,9.99,8.9,7.37,0.16,0.12,2.29,0.04
GABBRO,48.9,1.46,16.9,8.29,11.5,6.04,0.12,0.19,2.51,0.02
GABBRO,49.8,0.26,15.4,8.94,11.2,8.49,0.18,0.19,1.64,0.01
GABBRO,50.3,0.21,16.5,8.36,9.24,8.0,0.18,0.41,2.53,0.02
GABBRO,50.1,0.14,19.1,7.27,10.7,6.14,0.16,0.12,2.51,0.02
GABBRO,49.6,1.11,14.2,11.52,12.1,7.79,0.21,0.1,1.9,0.13
GABBRO,44.6,2.29,13.7,15.57,11.1,6.6,0.21,0.11,1.65,0.02
GABBRO,48.3,0.76,19.87,8.59,10.64,5.33,0.15,0.18,2.17,0.06
GABBRO,46.8,0.38,22.5,6.87,11.0,6.02,0.1,0.55,3.17,0.05
GABBRO,43.6,0.53,11.4,15.77,8.02,14.0,0.21,0.05,0.79,0.05
GABBRO,41.9,0.78,9.37,17.55,7.84,15.2,0.28,0.03,0.12,0.05
GABBRO,47.8,0.77,15.3,0.48,8.46,8.33,0.09,0.23,2.47,0.02
GABBRO,50.1,1.08,14.6,11.3,1.02,6.32,0.17,0.63,1.78,0.17
GABBRO,40.7,3.2,11.57,22.04,7.58,6.25,0.22,0.44,0.81,0.1
GABBRO,49.2,0.56,17.47,10.03,11.26,5.29,0.12,0.32,2.44,0.1
GABBRO,47.4,0.92,16.0,12.06,7.01,8.11,0.21,2.36,1.15,0.09
GABBRO,46.9,0.9,16.0,11.97,9.81,8.09,0.2,0.34,1.78,0.09
GABBRO,47.3,0.93,15.7,12.69,9.64,7.49,0.2,0.18,1.78,0.09
GABBRO,46.7,0.88,15.6,11.79,9.93,7.98,0.19,0.33,1.28,0.09
GABBRO,49.7,1.01,14.4,11.97,8.87,6.89,0.21,0.19,1.55,0.09
ANDESITE,59.13,0.72,16.93,7.05,5.84,5.24,0.11,0.26,4.11,0.16
BASALT,43.51,1.13,23.99,9.57,15.67,3.49,0.21,0.0,1.31,0.05
BASALT,51.24,1.82,13.25,13.71,10.75,5.11,0.31,0.24,1.85,0.2
ANDESITE,56.69,1.04,16.74,6.98,11.09,2.82,0.14,0.64,2.84,0.23
BASALT,48.9,1.35,13.68,14.97,11.13,5.99,0.22,0.13,1.85,0.1
ANDESITE,62.03,1.04,13.13,13.34,0.62,6.33,0.18,1.48,0.14,0.23
BASALT,50.06,1.72,13.97,14.86,7.89,6.37,0.22,0.06,3.04,0.15
ANDESITE,58.85,1.13,15.45,8.33,5.42,4.49,0.15,0.47,4.62,0.15
BASALT,49.53,1.32,16.18,10.27,10.0,7.9,0.17,2.64,0.55,0.3
KOMATIITE,43.83,0.53,10.51,11.43,9.44,17.91,0.18,0.1,1.51,0.04
KOMATIITE,46.47,0.4929,10.25,10.72,9.21,17.56,0.1811,0.08,1.418,0.042
KOMATIITE,42.65,0.5673,11.78,10.82,7.45,20.18,0.1423,0.06,0.873,0.051
KOMATIITE,44.53,0.5227,9.81,11.03,7.91,19.8,0.1735,0.07,0.796,0.027
KOMATIITE,45.51,0.4927,9.33,10.92,9.19,19.01,0.193,0.05,0.885,0.025
KOMATIITE,44.89,0.5045,10.54,11.36,8.59,18.66,0.1837,0.07,1.222,0.033
KOMATIITE,45.27,0.5022,10.26,11.13,8.79,18.36,0.1775,0.08,1.284,0.035
KOMATIITE,45.83,0.4774,9.73,11.2,8.61,18.75,0.1807,0.08,1.205,0.03
KOMATIITE,45.35,0.4898,10.11,11.02,8.44,18.69,0.1676,0.15,1.246,0.036
KOMATIITE,45.59,0.4769,9.86,11.15,8.08,19.35,0.1744,0.13,1.077,0.035
KOMATIITE,46.25,0.4642,9.12,11.14,8.16,19.63,0.1793,0.07,0.961,0.04
KOMATIITE,45.97,0.4997,9.94,11.22,8.38,18.6,0.1715,0.22,1.295,0.039
KOMATIITE,45.37,0.4792,9.52,10.85,7.63,19.69,0.1757,0.06,1.031,0.033
KOMATIITE,45.49,0.7128,10.48,13.16,9.76,15.61,0.2919,0.15,1.219,0.049
GABBRO,52.97,1.718,14.44,3.03,13.33,7.1,0.0631,0.3,4.274,0.139
GABBRO,46.9,0.9343,11.35,8.65,16.62,11.8,0.151,0.11,1.124,0.042
GABBRO,48.37,0.8219,13.1,8.59,11.95,12.29,0.1421,0.71,1.999,0.032
KOMATIITE,44.57,0.5964,8.25,11.69,8.32,20.1,0.1858,0.03,0.101,0.058
KOMATIITE,45.13,0.7948,8.34,9.18,9.53,20.29,0.2411,0.4,0.474,0.668
KOMATIITE,41.69,0.19,3.08,9.44,3.76,33.64,0.13,0.02,0.02,0.02
KOMATIITE,43.71,0.3085,6.17,10.15,7.03,25.12,0.1291,0.02,0.051,0.024
KOMATIITE,42.83,0.3261,6.11,12.62,6.02,25.05,0.1536,0.01,0.032,0.035
KOMATIITE,49.56,0.1603,2.79,6.29,5.78,28.79,0.1153,0.03,0.041,0.013
KOMATIITE,42.93,0.3933,6.43,9.49,4.27,28.26,0.1506,0.01,0.03,0.025
KOMATIITE,44.42,0.4617,8.82,10.53,5.51,23.41,0.1702,0.04,0.23,0.033
KOMATIITE,45.63,0.3703,7.37,9.63,6.15,24.08,0.1403,0.05,0.15,0.042
KOMATIITE,46.63,0.3126,5.96,8.75,7.96,24.16,0.1434,0.02,0.152,0.03
KOMATIITE,48.24,0.2599,5.62,9.03,7.35,23.66,0.1396,0.02,0.12,0.026
KOMATIITE,48.52,0.3386,7.11,9.39,7.22,22.15,0.1478,0.03,0.439,0.039
KOMATIITE,43.92,0.4325,8.75,10.75,6.89,22.42,0.1625,0.03,0.257,0.038
KOMATIITE,43.63,0.4246,8.72,10.65,6.61,22.86,0.1552,0.02,0.189,0.038
KOMATIITE,45.43,0.3797,7.58,9.49,6.49,23.82,0.157,0.01,0.101,0.033
KOMATIITE,45.71,0.3279,6.55,9.33,6.04,24.92,0.141,0.01,0.065,0.033
KOMATIITE,47.73,0.3478,5.58,9.28,5.98,24.77,0.1542,0.01,0.062,0.027
KOMATIITE,47.8,0.2764,6.45,9.0,7.18,23.34,0.1446,0.02,0.153,0.038
KOMATIITE,39.03,0.1606,2.56,9.06,0.63,36.28,0.0436,0.01,0.0,0.02
KOMATIITE,41.24,0.1157,1.74,10.18,1.52,34.31,0.0879,0.02,0.0,0.015
KOMATIITE,41.65,0.1887,3.54,7.18,2.31,32.51,0.1043,0.01,0.006,0.018
KOMATIITE,40.03,0.2098,3.04,9.39,0.97,35.0,0.1201,0.05,0.0,0.024
KOMATIITE,38.58,0.232,3.74,11.0,2.77,32.38,0.152,0.01,0.038,0.024
KOMATIITE,40.06,0.2143,3.02,9.05,3.11,33.07,0.1187,0.02,0.049,0.024
KOMATIITE,39.09,0.2448,3.96,11.55,3.06,32.11,0.1335,0.05,0.033,0.028
KOMATIITE,39.44,0.3182,5.78,10.31,7.11,25.75,0.135,0.03,0.092,0.031
KOMATIITE,42.7,0.3434,6.81,10.1,6.25,26.03,0.1535,0.04,0.197,0.03
BASALT,49.28,1.77,13.1,15.24,9.69,5.57,0.23,0.34,1.22,0.14
BASALT,49.87,0.58,12.88,9.54,9.4,8.98,0.19,0.12,1.11,0.05
BASALT,52.35,0.74,15.69,9.27,7.7,6.3,0.17,0.14,2.15,0.05
BASALT,50.03,0.76,14.5,10.76,10.89,8.07,0.2,0.32,0.95,0.06
ANDESITE,55.87,0.67,13.46,10.36,5.94,6.84,0.25,0.03,0.0,0.07
BASALT,51.36,0.54,11.23,9.29,14.26,8.23,0.2,0.12,0.89,0.05
BASALT,48.14,0.79,15.09,10.77,0.12,15.18,0.03,0.04,0.04,0.06
BASALT,46.74,0.63,8.87,13.45,4.56,16.92,0.15,0.13,0.59,0.04
BASALT,49.27,0.5,14.34,16.73,1.14,8.09,0.12,0.52,0.05,0.01
BASALT,47.63,0.25,8.16,8.57,8.44,9.74,0.16,0.02,1.94,0.02
BASALT,50.25,0.69,8.5,8.07,8.98,7.4,0.18,0.21,0.0,0.05
BASALT,45.74,0.6,11.58,10.84,10.47,4.36,0.2,0.45,2.35,0.05
BASALT,52.04,0.64,13.01,5.96,7.29,6.91,0.17,0.12,3.69,0.05
KOMATIITE,45.11,0.44,8.96,11.62,8.87,21.9,0.22,0.06,0.64,0.06
KOMATIITE,45.84,0.41,8.35,11.04,8.58,22.47,0.22,0.16,0.92,0.06
BASALT,49.28,1.77,13.1,15.24,9.69,5.57,0.23,0.34,1.22,0.14
BASALT,49.87,0.58,12.88,9.54,9.4,8.98,0.19,0.12,1.11,0.05
BASALT,52.35,0.74,15.69,9.27,7.7,6.3,0.17,0.14,2.15,0.05
BASALT,50.03,0.76,14.5,10.76,10.89,8.07,0.2,0.32,0.95,0.06
ANDESITE,55.87,0.67,13.46,10.36,5.94,6.84,0.25,0.03,0.0,0.07
BASALT,51.36,0.54,11.23,9.29,14.26,8.23,0.2,0.12,0.89,0.05
BASALT,48.14,0.79,15.09,10.77,0.12,15.18,0.03,0.04,0.04,0.06
BASALT,46.74,0.63,8.87,13.45,4.56,16.92,0.15,0.13,0.59,0.04
BASALT,49.27,0.5,14.34,16.73,1.14,8.09,0.12,0.52,0.05,0.01
BASALT,47.63,0.25,8.16,8.57,8.44,9.74,0.16,0.02,1.94,0.02
BASALT,50.25,0.69,8.5,8.07,8.98,7.4,0.18,0.21,0.0,0.05
BASALT,45.74,0.6,11.58,10.84,10.47,4.36,0.2,0.45,2.35,0.05
BASALT,52.04,0.64,13.01,5.96,7.29,6.91,0.17,0.12,3.69,0.05
BASALT,51.11,0.45,14.75,10.0,7.56,12.9,0.25,1.39,1.42,0.04
KOMATIITE,41.76,0.19,1.5,7.81,1.03,37.5,0.29,0.0,0.0,0.0
KOMATIITE,45.57,0.24,5.37,11.9,4.52,30.7,0.19,0.11,0.09,0.0
KOMATIITE,45.09,0.16,3.73,8.28,2.19,39.8,0.1,0.02,0.0,0.0
KOMATIITE,44.21,0.23,5.23,13.2,4.2,31.8,0.2,0.07,0.2,0.03
BASALT,54.06,0.3,9.89,6.8,10.33,15.9,0.19,1.6,0.61,0.05
RHYOLITE,79.1,0.08,11.1,0.89,0.77,0.92,0.0,2.51,2.35,0.0
RHYOLITE,80.2,0.07,11.1,0.08,0.58,0.32,0.0,3.0,3.6,0.0
RHYOLITE,79.6,0.1,10.7,0.75,0.96,0.36,0.02,1.92,2.86,0.0
